stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.370,"[-2.404, -0.335]",1.034,-2.643,0.010
norefined,c,-7.488,"[-13.284, -1.691]",5.797,-2.578,0.012
norefined,s,-3.009,"[-5.024, -0.994]",2.015,-2.981,0.004
norefined,k0,0.646,"[-0.888, 2.181]",1.535,0.841,0.403
norefined,k1,0.442,"[-0.902, 1.787]",1.345,0.657,0.514
norefined,k2,1.393,"[-0.557, 3.343]",1.950,1.426,0.159
norefined,k3,-0.166,"[-1.051, 0.72]",0.885,-0.373,0.710
norefined,k4,-1.192,"[-3.166, 0.782]",1.974,-1.205,0.232
norefined,k5,-0.325,"[-1.27, 0.62]",0.945,-0.686,0.495
refined,tt,-1.084,"[-1.747, -0.42]",0.664,-3.260,0.002
refined,c,-7.707,"[-12.547, -2.867]",4.840,-3.179,0.002
refined,s,-3.732,"[-5.919, -1.546]",2.186,-3.407,0.001
refined,k0,-0.641,"[-1.717, 0.435]",1.076,-1.189,0.239
refined,k1,0.315,"[-0.651, 1.281]",0.966,0.650,0.518
refined,k2,-1.174,"[-2.536, 0.189]",1.362,-1.720,0.090
refined,k3,0.851,"[-0.28, 1.983]",1.132,1.502,0.138
refined,k4,0.836,"[-0.021, 1.694]",0.857,1.946,0.056
refined,k5,0.301,"[-0.644, 1.247]",0.946,0.636,0.527
