attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.086,"[-1.408, -0.764]",0.322,-5.616,0.000,4.797,ngd,91,207250006.351,0.148,-1.000,-0.086,0,0,fn
c,-6.188,"[-7.989, -4.388]",1.801,-5.726,0.000,4.797,ngd,91,207250006.351,0.148,-6.000,-0.188,0,0,fn
s,-3.724,"[-4.749, -2.698]",1.025,-6.051,0.000,4.797,ngd,91,207250006.351,0.148,-3.000,-0.724,0,0,fn
vot,0.175,,,,,4.797,ngd,91,207250006.351,0.148,0.167,0.009,0,0,fn
tt,-2.988,"[-6.8, 0.825]",3.812,-1.306,0.196,5.433,lm,91,1777506349.344,0.434,-1.000,-1.988,1,0,fn
c,-5.775,"[-12.611, 1.061]",6.836,-1.407,0.164,5.433,lm,91,1777506349.344,0.434,-6.000,0.225,1,0,fn
s,-3.299,"[-7.829, 1.232]",4.531,-1.213,0.229,5.433,lm,91,1777506349.344,0.434,-3.000,-0.299,1,0,fn
vot,0.517,,,,,5.433,lm,91,1777506349.344,0.434,0.167,0.351,0,0,fn
tt,-0.902,"[-1.13, -0.675]",0.227,-6.609,0.000,10.215,ngd+lm,91,161999215.101,0.131,-1.000,0.098,0,0,fn
c,-5.377,"[-6.683, -4.07]",1.307,-6.855,0.000,10.215,ngd+lm,91,161999215.101,0.131,-6.000,0.623,0,0,fn
s,-2.741,"[-3.413, -2.069]",0.672,-6.794,0.000,10.215,ngd+lm,91,161999215.101,0.131,-3.000,0.259,0,0,fn
vot,0.168,,,,,10.215,ngd+lm,91,161999215.101,0.131,0.167,0.001,0,0,fn
