stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.237,"[-1.858, -0.615]",0.622,-3.381,0.002
norefined,c,-7.835,"[-11.833, -3.838]",3.997,-3.330,0.002
norefined,s,-3.948,"[-6.14, -1.756]",2.192,-3.061,0.005
norefined,k0,-0.281,"[-1.248, 0.686]",0.967,-0.494,0.625
norefined,k1,-0.171,"[-0.858, 0.516]",0.687,-0.423,0.676
norefined,k2,0.443,"[-0.311, 1.196]",0.754,0.998,0.327
norefined,k3,-0.552,"[-1.466, 0.363]",0.914,-1.025,0.314
norefined,k4,-0.414,"[-1.25, 0.423]",0.836,-0.840,0.408
norefined,k5,1.516,"[-0.052, 3.084]",1.568,1.643,0.111
refined,tt,-1.117,"[-1.48, -0.755]",0.363,-5.233,0.000
refined,c,-7.143,"[-9.368, -4.917]",2.225,-5.453,0.000
refined,s,-3.269,"[-4.515, -2.023]",1.246,-4.458,0.000
refined,k0,-0.343,"[-0.804, 0.118]",0.461,-1.264,0.216
refined,k1,0.153,"[-0.292, 0.598]",0.445,0.586,0.563
refined,k2,-0.190,"[-0.712, 0.331]",0.521,-0.620,0.540
refined,k3,0.110,"[-0.499, 0.719]",0.609,0.307,0.761
refined,k4,0.349,"[-0.21, 0.907]",0.559,1.060,0.298
refined,k5,0.223,"[-0.655, 1.102]",0.878,0.432,0.669
