stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,31.714,2.347,0.000,19,0,9,792145157.207,26813719.748
refined,109.965,2.347,0.000,19,0,9,792145157.207,7923963.946
