stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.469,"[-2.128, -0.809]",0.659,-3.736,0.000
norefined,c,-6.574,"[-9.424, -3.724]",2.850,-3.868,0.000
norefined,s,-3.952,"[-5.79, -2.115]",1.837,-3.608,0.001
norefined,k0,0.905,"[-0.14, 1.951]",1.045,1.453,0.153
norefined,k1,-1.778,"[-3.072, -0.484]",1.294,-2.305,0.026
norefined,k2,-0.952,"[-1.718, -0.187]",0.765,-2.087,0.042
norefined,k3,1.094,"[0.133, 2.054]",0.960,1.910,0.062
norefined,k4,0.424,"[-0.295, 1.143]",0.719,0.989,0.328
norefined,k5,0.298,"[-0.692, 1.288]",0.990,0.505,0.616
refined,tt,-1.185,"[-1.609, -0.761]",0.424,-4.690,0.000
refined,c,-6.610,"[-8.916, -4.304]",2.306,-4.807,0.000
refined,s,-3.279,"[-4.284, -2.275]",1.004,-5.476,0.000
refined,k0,0.399,"[-0.31, 1.107]",0.709,0.943,0.350
refined,k1,-0.867,"[-1.511, -0.223]",0.644,-2.258,0.029
refined,k2,-0.016,"[-0.471, 0.439]",0.455,-0.060,0.953
refined,k3,0.011,"[-0.524, 0.545]",0.534,0.034,0.973
refined,k4,-0.038,"[-0.574, 0.497]",0.535,-0.120,0.905
refined,k5,0.793,"[-0.0, 1.587]",0.793,1.677,0.100
