stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.177,-6.046,-4.489,0.902,-1.717,-1.913,1.094,0.677,0.499,344426016.028,0.029
norefined,2,-0.671,-6.056,-4.447,0.912,-1.685,-1.952,1.090,0.647,0.487,187201056.298,0.111
norefined,3,-1.159,-6.076,-4.389,0.903,-1.675,-1.889,1.071,0.667,0.433,138795098.044,0.191
norefined,4,-1.301,-6.276,-4.224,0.880,-1.705,-1.499,1.119,0.620,0.368,106620263.187,0.207
norefined,5,-0.982,-6.450,-4.169,0.884,-1.743,-1.166,1.131,0.582,0.342,115412930.600,0.152
norefined,6,-1.459,-6.457,-4.037,0.900,-1.731,-1.147,1.128,0.531,0.309,107212007.415,0.226
norefined,7,-0.985,-6.522,-4.115,0.885,-1.778,-1.040,1.107,0.532,0.326,111395512.506,0.151
norefined,8,-1.464,-6.521,-3.990,0.902,-1.758,-1.040,1.111,0.476,0.299,102800255.499,0.225
norefined,9,-0.989,-6.580,-4.072,0.888,-1.804,-0.940,1.085,0.482,0.320,108454190.173,0.150
norefined,10,-1.469,-6.574,-3.952,0.905,-1.778,-0.952,1.094,0.424,0.298,99733246.399,0.223
refined,11,-1.469,-6.574,-3.952,0.905,-1.778,-0.952,1.094,0.424,0.298,99733246.399,0.223
refined,12,-1.035,-6.240,-2.805,0.321,-0.702,0.062,-0.207,0.008,0.810,60657505.902,0.166
refined,13,-1.126,-6.294,-3.121,0.393,-0.814,0.012,-0.004,-0.075,0.722,55033643.582,0.179
refined,14,-1.187,-6.627,-3.275,0.389,-0.877,-0.019,0.008,-0.037,0.802,54927467.031,0.179
refined,15,-1.183,-6.594,-3.274,0.400,-0.864,-0.015,0.011,-0.041,0.789,54924141.681,0.179
refined,16,-1.186,-6.613,-3.280,0.398,-0.868,-0.017,0.011,-0.038,0.794,54923934.579,0.179
refined,17,-1.185,-6.609,-3.279,0.399,-0.867,-0.016,0.011,-0.038,0.793,54923917.170,0.179
refined,18,-1.185,-6.610,-3.280,0.398,-0.867,-0.016,0.011,-0.038,0.794,54923915.572,0.179
refined,19,-1.185,-6.610,-3.279,0.399,-0.867,-0.016,0.011,-0.038,0.793,54923915.424,0.179
refined,20,-1.185,-6.610,-3.279,0.399,-0.867,-0.016,0.011,-0.038,0.793,54923915.410,0.179
