stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.124,"[-1.9, -0.347]",0.777,-2.414,0.019
norefined,c,-8.408,"[-13.682, -3.133]",5.275,-2.659,0.010
norefined,s,-3.745,"[-6.365, -1.125]",2.620,-2.384,0.020
norefined,k0,-0.723,"[-1.861, 0.414]",1.137,-1.060,0.293
norefined,k1,-1.110,"[-2.074, -0.146]",0.964,-1.921,0.059
norefined,k2,0.703,"[-0.309, 1.714]",1.011,1.159,0.251
norefined,k3,0.972,"[-0.14, 2.083]",1.112,1.458,0.150
norefined,k4,0.416,"[-0.658, 1.489]",1.074,0.645,0.521
norefined,k5,0.600,"[-0.245, 1.445]",0.845,1.185,0.240
refined,tt,-1.026,"[-1.538, -0.515]",0.512,-3.345,0.001
refined,c,-6.470,"[-9.644, -3.296]",3.174,-3.400,0.001
refined,s,-2.916,"[-4.524, -1.307]",1.608,-3.024,0.004
refined,k0,-0.330,"[-0.921, 0.26]",0.591,-0.933,0.354
refined,k1,0.011,"[-0.427, 0.448]",0.438,0.040,0.968
refined,k2,-0.118,"[-0.711, 0.474]",0.593,-0.333,0.740
refined,k3,0.343,"[-0.352, 1.037]",0.695,0.823,0.413
refined,k4,0.156,"[-0.44, 0.753]",0.596,0.437,0.663
refined,k5,0.146,"[-0.402, 0.693]",0.548,0.443,0.659
