stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,58.220,1.727,0.000,0,9,3319251215.448,376309118.037,76
refined,81.524,1.727,0.000,0,9,3319251215.448,277738683.520,76
