stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,28.085,1.765,0.000,0,9,2129734154.525,339894369.430,57
refined,191.524,1.765,0.000,0,9,2129734154.525,57699666.797,57
