stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.996,"[-3.823, 1.831]",2.827,-0.639,0.537
norefined,c,-6.400,"[-24.837, 12.036]",18.437,-0.629,0.543
norefined,s,-2.599,"[-10.314, 5.117]",7.715,-0.610,0.555
norefined,k0,-0.259,"[-3.877, 3.359]",3.618,-0.130,0.899
norefined,k1,0.818,"[-5.614, 7.251]",6.432,0.231,0.822
norefined,k2,0.610,"[-4.016, 5.236]",4.626,0.239,0.816
norefined,k3,-1.034,"[-5.366, 3.298]",4.332,-0.433,0.674
norefined,k4,-1.068,"[-4.951, 2.815]",3.883,-0.498,0.629
norefined,k5,-1.610,"[-9.524, 6.304]",7.914,-0.369,0.720
refined,tt,-6.326,"[-34.123, 21.471]",27.797,-0.412,0.689
refined,c,-38.972,"[-211.14, 133.196]",172.168,-0.410,0.690
refined,s,-15.789,"[-80.447, 48.868]",64.657,-0.443,0.667
refined,k0,-0.886,"[-12.16, 10.388]",11.274,-0.142,0.890
refined,k1,9.337,"[-40.506, 59.18]",49.843,0.340,0.741
refined,k2,5.053,"[-19.306, 29.411]",24.359,0.376,0.715
refined,k3,-2.622,"[-16.18, 10.935]",13.558,-0.351,0.733
refined,k4,-3.794,"[-18.022, 10.434]",14.228,-0.483,0.639
refined,k5,-7.855,"[-48.539, 32.829]",40.684,-0.350,0.734
