stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,46.630,2.023,0.000,0,9,3428531564.407,472004088.999,76
refined,147.666,2.023,0.000,0,9,3428531564.407,164550820.760,76
