stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.103,-4.665,-1.374,1.675,1.376,-1.463,1.970,-1.409,-0.927,1428855987.340,1584,0,0,0.237
norefined,2,-0.889,-4.713,-1.739,1.487,1.261,-1.491,1.871,-1.434,-1.018,1079652680.877,1584,0,0,0.189
norefined,3,-0.922,-4.668,-2.166,1.363,1.178,-1.388,1.771,-1.354,-1.142,834887953.951,1584,0,0,0.197
norefined,4,-1.060,-4.633,-2.555,1.271,1.058,-1.261,1.664,-1.196,-1.190,676488392.965,1584,0,0,0.229
norefined,5,-0.874,-4.674,-2.918,1.209,0.944,-1.185,1.542,-1.001,-1.110,645829142.973,1584,0,0,0.187
norefined,6,-1.342,-4.703,-2.870,1.195,0.881,-1.173,1.504,-0.859,-1.067,652505321.252,1584,0,0,0.285
norefined,7,-0.886,-4.769,-3.041,1.163,0.881,-1.185,1.448,-0.816,-1.022,608496416.372,1584,0,0,0.186
norefined,8,-1.355,-4.803,-2.961,1.149,0.827,-1.172,1.417,-0.686,-0.989,621996548.115,1584,0,0,0.282
norefined,9,-0.889,-4.869,-3.111,1.123,0.835,-1.182,1.371,-0.653,-0.949,583472693.380,1584,0,0,0.183
norefined,10,-1.360,-4.901,-3.014,1.108,0.787,-1.164,1.344,-0.536,-0.928,599971014.858,1584,0,0,0.277
refined,11,-0.889,-4.869,-3.111,1.123,0.835,-1.182,1.371,-0.653,-0.949,583472693.380,1584,0,0,0.183
refined,12,-1.288,-6.711,-3.363,0.505,0.982,-0.326,0.487,0.322,-0.227,432405485.608,1584,0,0,0.192
refined,13,-1.533,-8.200,-4.241,0.395,1.135,-0.156,0.151,0.496,-0.139,413998746.704,1584,0,0,0.187
refined,14,-1.291,-7.370,-3.737,0.487,0.823,-0.177,0.075,0.718,-0.435,413641806.379,1584,0,0,0.175
refined,15,-1.700,-9.080,-4.739,0.329,1.131,-0.111,-0.105,0.713,-0.158,413974247.593,1584,0,0,0.187
refined,16,-0.891,-5.614,-2.738,0.608,0.456,-0.244,0.161,0.647,-0.657,439449194.504,1584,0,0,0.159
refined,17,-1.539,-8.198,-4.307,0.403,1.020,-0.292,0.079,0.583,-0.251,413749351.984,1584,0,0,0.188
refined,18,-1.247,-7.181,-3.628,0.496,0.729,-0.100,-0.012,0.724,-0.415,414729193.863,1584,0,0,0.174
refined,19,-1.722,-9.150,-4.792,0.317,1.122,-0.122,-0.123,0.725,-0.150,414639266.929,1584,0,0,0.188
refined,20,-0.809,-5.247,-2.533,0.634,0.390,-0.258,0.189,0.628,-0.696,450450606.565,1584,0,0,0.154
