stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.093,"[-1.824, -0.361]",0.732,-2.492,0.015
norefined,c,-7.211,"[-12.665, -1.757]",5.454,-2.205,0.031
norefined,s,-2.588,"[-4.71, -0.465]",2.123,-2.033,0.046
norefined,k0,-0.479,"[-2.239, 1.282]",1.761,-0.453,0.652
norefined,k1,0.717,"[-0.75, 2.184]",1.467,0.815,0.418
norefined,k2,1.372,"[-0.139, 2.882]",1.511,1.515,0.135
norefined,k3,-1.066,"[-2.616, 0.483]",1.549,-1.148,0.255
norefined,k4,-0.216,"[-1.663, 1.232]",1.447,-0.249,0.804
norefined,k5,0.943,"[-0.146, 2.031]",1.089,1.444,0.153
refined,tt,-2.158,"[-4.749, 0.432]",2.591,-1.390,0.169
refined,c,-11.630,"[-24.384, 1.123]",12.754,-1.521,0.133
refined,s,-5.862,"[-13.529, 1.806]",7.668,-1.275,0.207
refined,k0,2.248,"[-2.406, 6.902]",4.654,0.806,0.423
refined,k1,-1.660,"[-5.713, 2.394]",4.054,-0.683,0.497
refined,k2,0.264,"[-2.143, 2.67]",2.407,0.183,0.856
refined,k3,-1.527,"[-5.807, 2.752]",4.280,-0.595,0.554
refined,k4,0.199,"[-2.591, 2.989]",2.790,0.119,0.906
refined,k5,0.038,"[-1.458, 1.534]",1.496,0.042,0.967
