stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.548,"[-2.962, -0.133]",1.415,-2.184,0.032
norefined,c,-7.860,"[-14.878, -0.841]",7.018,-2.235,0.029
norefined,s,-3.642,"[-6.811, -0.474]",3.168,-2.295,0.025
norefined,k0,-0.253,"[-1.14, 0.634]",0.887,-0.570,0.570
norefined,k1,-0.829,"[-2.428, 0.77]",1.599,-1.035,0.304
norefined,k2,-0.755,"[-2.202, 0.693]",1.447,-1.041,0.302
norefined,k3,0.304,"[-0.942, 1.551]",1.246,0.488,0.627
norefined,k4,-0.537,"[-2.073, 1.0]",1.536,-0.697,0.488
norefined,k5,-0.341,"[-1.674, 0.992]",1.333,-0.511,0.611
refined,tt,-1.307,"[-2.096, -0.518]",0.789,-3.306,0.002
refined,c,-5.862,"[-9.281, -2.444]",3.419,-3.423,0.001
refined,s,-2.772,"[-4.477, -1.066]",1.705,-3.244,0.002
refined,k0,-0.098,"[-0.857, 0.662]",0.759,-0.256,0.798
refined,k1,-0.458,"[-1.474, 0.559]",1.016,-0.899,0.372
refined,k2,-0.186,"[-1.281, 0.909]",1.095,-0.340,0.735
refined,k3,-0.271,"[-1.168, 0.626]",0.897,-0.604,0.548
refined,k4,-0.290,"[-1.536, 0.956]",1.246,-0.464,0.644
refined,k5,-0.370,"[-1.47, 0.729]",1.100,-0.672,0.504
