stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.561,-7.646,-1.586,-0.012,-1.595,1.409,-1.292,0.907,-1.136,577678683.674,1584,0,0,0.073
norefined,2,-1.041,-7.591,-1.661,-0.051,-1.549,1.424,-1.251,0.979,-1.136,413741037.461,1584,0,0,0.137
norefined,3,-1.054,-7.501,-2.115,0.024,-1.433,1.451,-1.143,1.042,-1.157,330991081.368,1584,0,0,0.141
norefined,4,-1.390,-7.387,-2.411,0.022,-1.319,1.461,-1.020,1.131,-1.146,309053698.827,1584,0,0,0.188
norefined,5,-0.955,-7.407,-2.630,0.060,-1.278,1.450,-1.038,1.054,-1.203,306926393.395,1584,0,0,0.129
norefined,6,-1.435,-7.334,-2.687,0.009,-1.223,1.454,-0.982,1.100,-1.178,275680577.346,1584,0,0,0.196
norefined,7,-0.995,-7.358,-2.892,0.043,-1.183,1.439,-1.005,1.012,-1.232,285834058.183,1584,0,0,0.135
norefined,8,-1.479,-7.290,-2.926,-0.008,-1.130,1.441,-0.946,1.041,-1.208,253278014.849,1584,0,0,0.203
norefined,9,-1.035,-7.321,-3.117,0.019,-1.090,1.425,-0.972,0.946,-1.257,269387796.592,1584,0,0,0.141
norefined,10,-1.520,-7.256,-3.131,-0.029,-1.039,1.425,-0.910,0.962,-1.234,238367053.518,1584,0,0,0.210
refined,11,-1.520,-7.256,-3.131,-0.029,-1.039,1.425,-0.910,0.962,-1.234,238367053.518,1584,0,0,0.210
refined,12,-1.173,-6.270,-3.236,-0.425,0.575,-0.606,-0.241,0.267,0.260,181618691.740,1584,0,0,0.187
refined,13,-1.101,-5.989,-3.102,-0.207,0.022,-0.646,-0.318,0.205,0.177,171122806.380,1584,0,0,0.184
refined,14,-1.090,-6.024,-3.155,-0.226,0.056,-0.617,-0.318,0.177,0.166,170693616.387,1584,0,0,0.181
refined,15,-1.111,-6.122,-3.229,-0.201,0.038,-0.701,-0.318,0.147,0.208,170643179.389,1584,0,0,0.181
refined,16,-1.101,-6.088,-3.214,-0.201,0.045,-0.681,-0.314,0.139,0.197,170633445.518,1584,0,0,0.181
refined,17,-1.111,-6.129,-3.240,-0.194,0.041,-0.703,-0.315,0.132,0.209,170631209.770,1584,0,0,0.181
refined,18,-1.107,-6.113,-3.232,-0.195,0.043,-0.695,-0.314,0.131,0.204,170630628.290,1584,0,0,0.181
refined,19,-1.110,-6.127,-3.241,-0.193,0.042,-0.702,-0.314,0.129,0.208,170630459.795,1584,0,0,0.181
refined,20,-1.108,-6.120,-3.237,-0.194,0.042,-0.699,-0.314,0.129,0.206,170630408.659,1584,0,0,0.181
