stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.748,"[-4.477, 0.981]",2.729,-1.278,0.205
norefined,c,-7.258,"[-17.362, 2.846]",10.104,-1.434,0.156
norefined,s,-2.837,"[-6.871, 1.197]",4.034,-1.404,0.165
norefined,k0,-0.090,"[-1.181, 1.001]",1.091,-0.165,0.869
norefined,k1,-1.120,"[-3.726, 1.486]",2.606,-0.858,0.394
norefined,k2,1.562,"[-2.499, 5.622]",4.061,0.768,0.445
norefined,k3,-0.775,"[-2.165, 0.614]",1.390,-1.114,0.269
norefined,k4,1.125,"[-0.189, 2.44]",1.314,1.709,0.092
norefined,k5,-1.141,"[-3.65, 1.368]",2.509,-0.908,0.367
refined,tt,-4.152,"[-12.648, 4.344]",8.496,-0.975,0.333
refined,c,-17.621,"[-51.631, 16.39]",34.010,-1.034,0.305
refined,s,-8.126,"[-22.984, 6.732]",14.858,-1.092,0.279
refined,k0,-1.100,"[-3.653, 1.453]",2.553,-0.860,0.393
refined,k1,-0.759,"[-4.382, 2.863]",3.623,-0.418,0.677
refined,k2,-0.014,"[-6.552, 6.524]",6.538,-0.004,0.997
refined,k3,-0.041,"[-1.32, 1.238]",1.279,-0.064,0.949
refined,k4,1.336,"[-1.408, 4.08]",2.744,0.972,0.335
refined,k5,0.510,"[-3.861, 4.88]",4.370,0.233,0.817
