stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.998,-5.470,-3.109,1.795,-0.114,1.508,0.305,-0.380,-0.760,1033612070.066,1584,0,0,0.365
norefined,2,-1.650,-5.581,-3.226,1.616,-0.241,1.418,0.194,-0.512,-0.887,771997397.945,1584,0,0,0.296
norefined,3,-1.276,-5.698,-3.253,1.401,-0.359,1.356,0.098,-0.607,-1.003,597279288.302,1584,0,0,0.224
norefined,4,-0.849,-5.793,-3.237,1.208,-0.464,1.317,0.048,-0.628,-1.080,543868694.496,1584,0,0,0.147
norefined,5,-1.324,-5.780,-3.169,1.141,-0.512,1.244,0.111,-0.633,-1.019,560365291.908,1584,0,0,0.229
norefined,6,-0.868,-5.872,-3.147,0.994,-0.587,1.230,0.067,-0.629,-1.085,510394359.183,1584,0,0,0.148
norefined,7,-1.346,-5.846,-3.089,0.953,-0.605,1.175,0.140,-0.611,-1.001,539459110.670,1584,0,0,0.230
norefined,8,-0.878,-5.936,-3.070,0.837,-0.664,1.170,0.099,-0.601,-1.063,491730580.361,1584,0,0,0.148
norefined,9,-1.356,-5.902,-3.022,0.810,-0.663,1.123,0.174,-0.574,-0.969,525893544.529,1584,0,0,0.230
norefined,10,-0.881,-5.989,-3.008,0.715,-0.711,1.119,0.135,-0.563,-1.030,480068596.601,1584,0,0,0.147
refined,11,-0.881,-5.989,-3.008,0.715,-0.711,1.119,0.135,-0.563,-1.030,480068596.601,1584,0,0,0.147
refined,12,-0.100,-0.396,-0.158,-0.201,0.118,-0.965,0.404,-0.223,0.557,1868692443.431,1584,0,0,0.253
refined,13,-0.206,-1.185,-0.743,0.162,-0.268,-0.196,0.076,0.063,0.016,493760893.473,1584,0,0,0.174
refined,14,-0.323,-2.032,-1.138,0.249,-0.376,-0.135,0.155,0.042,-0.019,392866548.445,1584,0,0,0.159
refined,15,-0.442,-2.877,-1.502,0.264,-0.382,-0.128,0.250,-0.142,-0.007,370140351.002,1584,0,0,0.154
refined,16,-0.537,-3.553,-1.795,0.220,-0.317,-0.127,0.315,-0.361,0.036,363746320.567,1584,0,0,0.151
refined,17,-0.571,-3.839,-1.929,0.190,-0.271,-0.127,0.329,-0.457,0.096,362965368.276,1584,0,0,0.149
refined,18,-0.580,-3.929,-1.972,0.184,-0.256,-0.130,0.332,-0.483,0.124,362897440.543,1584,0,0,0.148
refined,19,-0.582,-3.955,-1.985,0.183,-0.252,-0.131,0.333,-0.491,0.132,362891726.039,1584,0,0,0.147
refined,20,-0.583,-3.963,-1.988,0.182,-0.250,-0.132,0.334,-0.494,0.135,362891244.230,1584,0,0,0.147
