stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.616,"[-2.461, -0.77]",0.846,-3.186,0.002
norefined,c,-8.029,"[-12.258, -3.8]",4.229,-3.167,0.002
norefined,s,-3.964,"[-6.014, -1.914]",2.050,-3.225,0.002
norefined,k0,0.068,"[-1.16, 1.296]",1.228,0.092,0.927
norefined,k1,-0.560,"[-1.62, 0.5]",1.060,-0.882,0.381
norefined,k2,0.211,"[-1.402, 1.824]",1.613,0.218,0.828
norefined,k3,-0.135,"[-1.122, 0.852]",0.987,-0.228,0.820
norefined,k4,-0.770,"[-1.787, 0.247]",1.017,-1.263,0.211
norefined,k5,-0.263,"[-1.305, 0.779]",1.042,-0.421,0.675
refined,tt,-1.697,"[-2.766, -0.629]",1.068,-2.650,0.010
refined,c,-11.548,"[-18.869, -4.226]",7.321,-2.631,0.011
refined,s,-5.414,"[-8.994, -1.833]",3.580,-2.522,0.014
refined,k0,0.536,"[-0.997, 2.068]",1.533,0.583,0.562
refined,k1,0.283,"[-0.765, 1.332]",1.048,0.450,0.654
refined,k2,-0.031,"[-1.979, 1.917]",1.948,-0.026,0.979
refined,k3,0.379,"[-0.916, 1.674]",1.295,0.488,0.627
refined,k4,-1.149,"[-2.166, -0.133]",1.016,-1.886,0.064
refined,k5,1.336,"[-0.236, 2.907]",1.571,1.418,0.161
