stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.245,"[-1.949, -0.542]",0.703,-2.969,0.005
norefined,c,-7.005,"[-10.453, -3.557]",3.448,-3.408,0.001
norefined,s,-4.019,"[-6.064, -1.974]",2.045,-3.297,0.002
norefined,k0,0.381,"[-0.652, 1.414]",1.033,0.618,0.539
norefined,k1,0.601,"[-0.312, 1.515]",0.914,1.104,0.275
norefined,k2,-1.926,"[-3.446, -0.406]",1.520,-2.125,0.039
norefined,k3,1.091,"[-0.293, 2.474]",1.383,1.322,0.192
norefined,k4,0.854,"[-0.254, 1.961]",1.108,1.292,0.202
norefined,k5,-0.918,"[-2.163, 0.328]",1.245,-1.236,0.223
refined,tt,-1.032,"[-1.388, -0.677]",0.356,-4.869,0.000
refined,c,-6.012,"[-8.086, -3.938]",2.074,-4.862,0.000
refined,s,-2.992,"[-3.936, -2.048]",0.944,-5.316,0.000
refined,k0,0.055,"[-0.436, 0.546]",0.491,0.188,0.851
refined,k1,0.031,"[-0.434, 0.495]",0.464,0.111,0.912
refined,k2,-0.000,"[-0.479, 0.479]",0.479,-0.001,0.999
refined,k3,0.038,"[-0.474, 0.549]",0.512,0.123,0.903
refined,k4,-0.034,"[-0.59, 0.521]",0.556,-0.103,0.918
refined,k5,-0.225,"[-0.759, 0.309]",0.534,-0.706,0.483
