stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,62.207,2.023,0.000,76,0,9,2775355249.992,296632019.300
refined,172.618,2.023,0.000,76,0,9,2775355249.992,114743665.635
