stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.584,"[-2.675, -0.493]",1.091,-2.898,0.005
norefined,c,-7.355,"[-12.391, -2.319]",5.036,-2.915,0.005
norefined,s,-4.458,"[-7.676, -1.241]",3.218,-2.766,0.007
norefined,k0,-0.774,"[-1.742, 0.194]",0.968,-1.595,0.115
norefined,k1,-1.137,"[-2.708, 0.435]",1.571,-1.444,0.153
norefined,k2,-0.785,"[-2.11, 0.539]",1.325,-1.183,0.241
norefined,k3,0.935,"[-0.305, 2.175]",1.240,1.505,0.137
norefined,k4,-0.687,"[-2.38, 1.007]",1.694,-0.809,0.421
norefined,k5,-0.770,"[-2.4, 0.859]",1.629,-0.944,0.349
refined,tt,-1.009,"[-1.385, -0.634]",0.376,-5.363,0.000
refined,c,-5.498,"[-7.398, -3.598]",1.900,-5.777,0.000
refined,s,-3.053,"[-4.145, -1.96]",1.093,-5.576,0.000
refined,k0,0.522,"[0.01, 1.034]",0.512,2.034,0.046
refined,k1,-0.157,"[-0.671, 0.357]",0.514,-0.610,0.544
refined,k2,0.206,"[-0.171, 0.583]",0.377,1.090,0.280
refined,k3,0.064,"[-0.3, 0.428]",0.364,0.351,0.727
refined,k4,-0.340,"[-0.925, 0.245]",0.585,-1.160,0.250
refined,k5,-0.398,"[-0.865, 0.07]",0.467,-1.698,0.094
