stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.275,"[-2.162, -0.387]",0.888,-2.866,0.006
norefined,c,-7.402,"[-12.025, -2.78]",4.622,-3.197,0.002
norefined,s,-4.452,"[-7.434, -1.471]",2.981,-2.981,0.004
norefined,k0,-1.002,"[-1.946, -0.059]",0.944,-2.120,0.038
norefined,k1,-0.983,"[-2.239, 0.272]",1.256,-1.563,0.123
norefined,k2,-0.900,"[-1.984, 0.184]",1.084,-1.658,0.102
norefined,k3,0.862,"[-0.169, 1.892]",1.030,1.669,0.100
norefined,k4,-0.671,"[-2.035, 0.693]",1.364,-0.982,0.330
norefined,k5,-0.768,"[-1.947, 0.41]",1.179,-1.301,0.198
refined,tt,-0.949,"[-1.217, -0.681]",0.268,-7.074,0.000
refined,c,-5.447,"[-6.901, -3.992]",1.455,-7.474,0.000
refined,s,-2.856,"[-3.661, -2.052]",0.805,-7.085,0.000
refined,k0,-0.242,"[-0.585, 0.1]",0.343,-1.411,0.163
refined,k1,-0.089,"[-0.465, 0.287]",0.376,-0.473,0.638
refined,k2,-0.044,"[-0.338, 0.251]",0.295,-0.295,0.769
refined,k3,0.083,"[-0.195, 0.36]",0.278,0.593,0.555
refined,k4,0.267,"[-0.141, 0.676]",0.409,1.305,0.196
refined,k5,0.179,"[-0.176, 0.534]",0.355,1.008,0.317
