stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,36.034,1.857,0.000,38,0,9,1617882717.338,132798099.921
refined,204.869,1.857,0.000,38,0,9,1617882717.338,25052338.949
