stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,58.368,1.727,0.000,0,9,2838865767.510,321120514.196,76
refined,116.531,1.727,0.000,0,9,2838865767.510,170467866.874,76
