stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,56.094,2.023,0.000,0,9,3130849010.650,366824848.048,76
refined,143.241,2.023,0.000,0,9,3130849010.650,154675951.736,76
