stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.948,"[-1.993, 0.097]",1.045,-1.513,0.135
norefined,c,-5.129,"[-10.628, 0.371]",5.499,-1.556,0.125
norefined,s,-2.045,"[-4.476, 0.386]",2.431,-1.403,0.165
norefined,k0,-1.306,"[-2.741, 0.13]",1.435,-1.517,0.134
norefined,k1,-0.812,"[-2.089, 0.465]",1.277,-1.060,0.293
norefined,k2,-1.776,"[-3.695, 0.143]",1.919,-1.544,0.127
norefined,k3,0.847,"[-0.68, 2.373]",1.527,0.925,0.358
norefined,k4,0.199,"[-0.872, 1.27]",1.071,0.310,0.757
norefined,k5,0.630,"[-0.702, 1.963]",1.333,0.789,0.433
refined,tt,-0.714,"[-1.261, -0.168]",0.547,-2.180,0.033
refined,c,-4.047,"[-6.909, -1.185]",2.862,-2.358,0.021
refined,s,-1.992,"[-3.254, -0.729]",1.263,-2.631,0.011
refined,k0,-0.180,"[-0.784, 0.424]",0.604,-0.498,0.620
refined,k1,-0.436,"[-1.2, 0.328]",0.764,-0.951,0.345
refined,k2,0.392,"[-0.182, 0.967]",0.575,1.139,0.259
refined,k3,0.300,"[-0.498, 1.097]",0.798,0.626,0.533
refined,k4,0.040,"[-0.609, 0.689]",0.649,0.103,0.919
refined,k5,-0.401,"[-1.173, 0.371]",0.772,-0.867,0.389
