stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,107.512,2.023,0.000,76,0,9,3057873605.972,198024462.173
refined,167.887,2.023,0.000,76,0,9,3057873605.972,129835078.796
