stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.250,"[-2.036, -0.464]",0.786,-3.175,0.002
norefined,c,-7.276,"[-12.176, -2.376]",4.900,-2.964,0.004
norefined,s,-1.845,"[-3.759, 0.069]",1.914,-1.924,0.059
norefined,k0,0.494,"[-0.236, 1.225]",0.731,1.350,0.182
norefined,k1,1.346,"[-0.048, 2.74]",1.394,1.927,0.058
norefined,k2,-1.295,"[-2.831, 0.24]",1.536,-1.684,0.097
norefined,k3,-0.658,"[-1.804, 0.487]",1.145,-1.147,0.255
norefined,k4,-0.426,"[-1.525, 0.672]",1.099,-0.775,0.441
norefined,k5,-0.395,"[-0.997, 0.207]",0.602,-1.309,0.195
refined,tt,-0.707,"[-0.954, -0.461]",0.247,-5.721,0.000
refined,c,-4.507,"[-6.075, -2.94]",1.567,-5.741,0.000
refined,s,-2.258,"[-3.171, -1.345]",0.913,-4.938,0.000
refined,k0,-0.094,"[-0.371, 0.184]",0.278,-0.673,0.504
refined,k1,0.303,"[-0.08, 0.686]",0.383,1.577,0.120
refined,k2,-0.433,"[-0.814, -0.051]",0.381,-2.264,0.027
refined,k3,0.075,"[-0.286, 0.436]",0.361,0.414,0.681
refined,k4,0.168,"[-0.174, 0.511]",0.342,0.980,0.330
refined,k5,-0.026,"[-0.264, 0.213]",0.238,-0.214,0.831
