stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.100,-5.027,-4.841,0.429,1.137,0.947,-0.356,-1.807,-1.692,682531139.157,1584,0,0,0.219
norefined,2,-1.555,-5.077,-4.747,0.456,1.072,0.873,-0.396,-1.668,-1.697,526396053.927,1584,0,0,0.306
norefined,3,-1.377,-5.230,-4.733,0.515,1.026,0.704,-0.443,-1.273,-1.749,417000952.309,1584,0,0,0.263
norefined,4,-1.682,-5.341,-4.579,0.557,0.966,0.586,-0.492,-0.959,-1.769,438884487.636,1584,0,0,0.315
norefined,5,-1.206,-5.401,-4.689,0.581,0.945,0.582,-0.464,-0.885,-1.765,389589065.329,1584,0,0,0.223
norefined,6,-1.666,-5.436,-4.540,0.584,0.913,0.523,-0.489,-0.785,-1.768,407732973.390,1584,0,0,0.306
norefined,7,-1.187,-5.492,-4.649,0.607,0.891,0.529,-0.461,-0.724,-1.759,362012472.787,1584,0,0,0.216
norefined,8,-1.652,-5.519,-4.502,0.607,0.865,0.475,-0.482,-0.639,-1.758,383820821.125,1584,0,0,0.299
norefined,9,-1.172,-5.573,-4.612,0.626,0.843,0.489,-0.454,-0.589,-1.747,340101586.129,1584,0,0,0.210
norefined,10,-1.640,-5.595,-4.468,0.625,0.821,0.438,-0.474,-0.513,-1.742,364653164.800,1584,0,0,0.293
refined,11,-1.172,-5.573,-4.612,0.626,0.843,0.489,-0.454,-0.589,-1.747,340101586.129,1584,0,0,0.210
refined,12,-0.737,-4.882,-2.003,-0.648,-0.041,0.294,-0.265,0.517,0.660,187463179.971,1584,0,0,0.151
refined,13,-0.832,-4.909,-2.478,-0.237,-0.058,0.553,-0.128,0.291,-0.153,112010152.784,1584,0,0,0.169
refined,14,-0.921,-5.391,-2.733,-0.210,-0.035,0.552,-0.076,0.268,-0.258,110121849.253,1584,0,0,0.171
refined,15,-0.926,-5.428,-2.745,-0.200,-0.033,0.540,-0.060,0.260,-0.297,110018615.495,1584,0,0,0.171
refined,16,-0.932,-5.465,-2.762,-0.209,-0.033,0.544,-0.058,0.261,-0.303,110013817.499,1584,0,0,0.171
refined,17,-0.932,-5.462,-2.760,-0.207,-0.033,0.543,-0.056,0.261,-0.305,110013522.082,1584,0,0,0.171
refined,18,-0.932,-5.466,-2.762,-0.208,-0.034,0.544,-0.056,0.261,-0.305,110013495.128,1584,0,0,0.171
refined,19,-0.932,-5.465,-2.761,-0.208,-0.034,0.544,-0.056,0.261,-0.305,110013491.933,1584,0,0,0.171
refined,20,-0.932,-5.465,-2.761,-0.208,-0.034,0.544,-0.056,0.261,-0.305,110013491.506,1584,0,0,0.171
