stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.100,-5.027,-4.841,0.429,1.137,0.947,-0.356,-1.807,-1.692,747147060.677,1584,0,0,0.219
norefined,2,-1.521,-5.104,-4.757,0.472,1.053,0.854,-0.389,-1.604,-1.701,601950588.515,1584,0,0,0.298
norefined,3,-1.359,-5.256,-4.746,0.528,1.005,0.647,-0.442,-1.221,-1.750,471474425.005,1584,0,0,0.259
norefined,4,-1.608,-5.386,-4.601,0.581,0.935,0.496,-0.482,-0.878,-1.764,429547974.699,1584,0,0,0.299
norefined,5,-1.147,-5.458,-4.703,0.614,0.912,0.442,-0.453,-0.750,-1.753,426938424.178,1584,0,0,0.210
norefined,6,-1.609,-5.492,-4.562,0.619,0.873,0.381,-0.464,-0.650,-1.747,385537746.875,1584,0,0,0.293
norefined,7,-1.137,-5.554,-4.668,0.646,0.851,0.350,-0.430,-0.556,-1.731,380909971.360,1584,0,0,0.205
norefined,8,-1.604,-5.580,-4.530,0.648,0.817,0.292,-0.439,-0.467,-1.722,351839007.340,1584,0,0,0.287
norefined,9,-1.127,-5.638,-4.637,0.670,0.794,0.276,-0.405,-0.395,-1.703,345845936.542,1584,0,0,0.200
norefined,10,-1.597,-5.658,-4.502,0.671,0.766,0.221,-0.413,-0.316,-1.692,325321546.111,1584,0,0,0.282
refined,11,-1.597,-5.658,-4.502,0.671,0.766,0.221,-0.413,-0.316,-1.692,325321546.111,1584,0,0,0.282
refined,12,-0.651,-5.668,-2.201,-1.143,-0.607,-0.047,0.423,0.830,0.114,206925188.747,1584,0,0,0.115
refined,13,-1.021,-6.109,-3.132,-0.283,-0.256,0.233,0.185,0.481,-0.224,75036077.028,1584,0,0,0.167
refined,14,-1.218,-7.224,-3.783,-0.291,-0.190,0.202,0.252,0.450,-0.349,70740189.760,1584,0,0,0.169
refined,15,-1.278,-7.598,-3.978,-0.282,-0.170,0.170,0.284,0.408,-0.403,70337718.474,1584,0,0,0.168
refined,16,-1.296,-7.709,-4.031,-0.288,-0.167,0.162,0.297,0.394,-0.420,70307674.532,1584,0,0,0.168
refined,17,-1.300,-7.736,-4.044,-0.289,-0.167,0.159,0.300,0.391,-0.425,70305692.790,1584,0,0,0.168
refined,18,-1.301,-7.743,-4.047,-0.290,-0.167,0.159,0.301,0.390,-0.426,70305568.324,1584,0,0,0.168
refined,19,-1.302,-7.745,-4.048,-0.290,-0.167,0.159,0.301,0.389,-0.427,70305560.602,1584,0,0,0.168
refined,20,-1.302,-7.745,-4.048,-0.290,-0.166,0.159,0.302,0.389,-0.427,70305560.125,1584,0,0,0.168
