stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.684,-4.322,-3.416,-1.600,1.020,-0.821,1.101,0.169,0.075,560287989.934,0.158
norefined,2,-1.106,-4.404,-3.269,-1.606,0.951,-0.761,1.009,0.041,-0.028,311229414.496,0.251
norefined,3,-1.085,-4.628,-3.075,-1.526,0.813,-0.677,0.803,-0.221,-0.162,215871569.141,0.234
norefined,4,-0.785,-4.819,-2.956,-1.392,0.704,-0.644,0.607,-0.412,-0.224,192383122.005,0.163
norefined,5,-1.236,-4.822,-2.861,-1.298,0.633,-0.603,0.500,-0.512,-0.254,225189152.904,0.256
norefined,6,-0.747,-4.904,-2.919,-1.296,0.635,-0.595,0.491,-0.529,-0.243,178001619.044,0.152
norefined,7,-1.219,-4.888,-2.841,-1.217,0.583,-0.564,0.409,-0.594,-0.259,203692084.052,0.249
norefined,8,-0.729,-4.968,-2.898,-1.217,0.586,-0.555,0.402,-0.607,-0.247,168757018.493,0.147
norefined,9,-1.210,-4.942,-2.829,-1.149,0.545,-0.530,0.335,-0.652,-0.256,190654344.540,0.245
norefined,10,-0.720,-5.020,-2.887,-1.151,0.549,-0.521,0.329,-0.662,-0.243,162398939.737,0.143
refined,11,-0.720,-5.020,-2.887,-1.151,0.549,-0.521,0.329,-0.662,-0.243,162398939.737,0.143
refined,12,-0.658,-3.627,-1.373,0.183,0.276,0.088,-0.829,0.068,0.690,188458762.557,0.181
refined,13,-0.663,-4.006,-1.832,-0.393,0.361,0.044,-0.488,-0.169,0.535,58200003.821,0.166
refined,14,-0.756,-4.512,-2.119,-0.503,0.349,-0.065,-0.499,-0.242,0.457,54027937.998,0.167
refined,15,-0.774,-4.618,-2.180,-0.507,0.313,-0.055,-0.502,-0.212,0.434,53926278.336,0.168
refined,16,-0.779,-4.651,-2.195,-0.508,0.306,-0.051,-0.507,-0.203,0.435,53922028.245,0.167
refined,17,-0.781,-4.662,-2.200,-0.508,0.305,-0.050,-0.510,-0.201,0.436,53921663.359,0.167
refined,18,-0.781,-4.666,-2.202,-0.509,0.305,-0.050,-0.510,-0.200,0.436,53921625.611,0.167
refined,19,-0.782,-4.667,-2.202,-0.509,0.305,-0.050,-0.511,-0.200,0.436,53921621.595,0.167
refined,20,-0.782,-4.667,-2.202,-0.509,0.305,-0.050,-0.511,-0.200,0.436,53921621.166,0.167
