stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,15.241,2.347,0.000,19,0,9,778020507.831,52865472.850
refined,73.731,2.347,0.000,19,0,9,778020507.831,11550508.332
