stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.850,"[-1.58, -0.12]",0.730,-1.978,0.058
norefined,c,-4.905,"[-8.783, -1.027]",3.878,-2.149,0.040
norefined,s,-3.015,"[-5.491, -0.538]",2.477,-2.068,0.048
norefined,k0,-1.285,"[-2.363, -0.208]",1.078,-2.026,0.052
norefined,k1,0.959,"[-0.878, 2.795]",1.837,0.887,0.382
norefined,k2,-0.361,"[-1.213, 0.49]",0.851,-0.721,0.477
norefined,k3,0.668,"[-0.323, 1.66]",0.991,1.145,0.261
norefined,k4,-0.503,"[-1.419, 0.413]",0.916,-0.934,0.358
norefined,k5,0.015,"[-1.399, 1.428]",1.413,0.018,0.986
refined,tt,-0.855,"[-1.153, -0.558]",0.297,-4.891,0.000
refined,c,-4.850,"[-6.451, -3.248]",1.602,-5.144,0.000
refined,s,-2.360,"[-3.208, -1.511]",0.848,-4.727,0.000
refined,k0,-0.482,"[-0.898, -0.065]",0.417,-1.963,0.059
refined,k1,0.454,"[-0.275, 1.183]",0.729,1.058,0.299
refined,k2,-0.012,"[-0.317, 0.294]",0.305,-0.065,0.949
refined,k3,-0.210,"[-0.614, 0.194]",0.404,-0.884,0.384
refined,k4,-0.457,"[-0.92, 0.006]",0.463,-1.677,0.104
refined,k5,0.609,"[0.019, 1.199]",0.590,1.754,0.090
