stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,74.884,1.765,0.000,57,0,9,2442602361.133,162398939.736
refined,236.262,1.765,0.000,57,0,9,2442602361.133,53921621.166
