stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.647,"[-1.109, -0.184]",0.462,-2.332,0.023
norefined,c,-4.905,"[-7.855, -1.955]",2.950,-2.774,0.007
norefined,s,-2.729,"[-4.345, -1.113]",1.616,-2.816,0.006
norefined,k0,-0.121,"[-0.894, 0.652]",0.773,-0.261,0.795
norefined,k1,-0.908,"[-2.146, 0.33]",1.238,-1.223,0.226
norefined,k2,0.578,"[-0.419, 1.575]",0.997,0.967,0.337
norefined,k3,-0.714,"[-1.531, 0.103]",0.817,-1.458,0.149
norefined,k4,-0.617,"[-1.935, 0.701]",1.318,-0.781,0.437
norefined,k5,-0.514,"[-1.346, 0.319]",0.833,-1.029,0.307
refined,tt,-1.272,"[-1.788, -0.756]",0.516,-4.112,0.000
refined,c,-7.830,"[-10.899, -4.761]",3.069,-4.256,0.000
refined,s,-3.679,"[-5.137, -2.222]",1.458,-4.210,0.000
refined,k0,-0.410,"[-1.069, 0.249]",0.659,-1.038,0.303
refined,k1,0.243,"[-0.694, 1.179]",0.936,0.433,0.667
refined,k2,0.220,"[-0.565, 1.005]",0.785,0.467,0.642
refined,k3,-0.742,"[-1.349, -0.136]",0.607,-2.041,0.045
refined,k4,0.853,"[-0.205, 1.911]",1.058,1.345,0.183
refined,k5,0.654,"[0.129, 1.179]",0.525,2.076,0.042
