stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.629,"[-1.097, -0.161]",0.468,-2.243,0.028
norefined,c,-5.954,"[-10.378, -1.53]",4.424,-2.245,0.028
norefined,s,-2.470,"[-4.334, -0.606]",1.864,-2.210,0.031
norefined,k0,0.174,"[-0.848, 1.196]",1.022,0.284,0.777
norefined,k1,-0.321,"[-1.059, 0.417]",0.738,-0.726,0.470
norefined,k2,-0.789,"[-1.99, 0.411]",1.200,-1.096,0.277
norefined,k3,0.772,"[-0.23, 1.773]",1.002,1.284,0.203
norefined,k4,0.553,"[-0.482, 1.588]",1.035,0.891,0.376
norefined,k5,0.950,"[-0.554, 2.454]",1.504,1.053,0.296
refined,tt,-0.757,"[-1.215, -0.3]",0.458,-2.759,0.007
refined,c,-5.014,"[-8.55, -1.478]",3.536,-2.365,0.021
refined,s,-2.141,"[-3.541, -0.742]",1.400,-2.552,0.013
refined,k0,0.004,"[-0.827, 0.836]",0.831,0.008,0.993
refined,k1,0.186,"[-0.366, 0.739]",0.553,0.562,0.576
refined,k2,-0.356,"[-1.267, 0.556]",0.911,-0.651,0.517
refined,k3,0.237,"[-0.595, 1.07]",0.832,0.475,0.636
refined,k4,0.221,"[-0.584, 1.025]",0.805,0.457,0.649
refined,k5,1.168,"[0.013, 2.322]",1.155,1.687,0.096
