stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.346,1.727,0.000,0,9,3268199131.318,741982955.883,76
refined,32.219,1.727,0.000,0,9,3268199131.318,613414055.204,76
