stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.034,-5.830,-1.749,0.706,-0.309,-0.708,1.531,1.572,0.776,2472699895.524,1584,0,0,0.006
norefined,2,-0.473,-5.862,-1.818,0.588,-0.363,-0.795,1.430,1.456,0.722,1304266518.839,1584,0,0,0.081
norefined,3,-0.916,-5.853,-1.908,0.499,-0.399,-0.835,1.323,1.306,0.697,983772198.054,1584,0,0,0.156
norefined,4,-0.600,-5.894,-2.158,0.416,-0.416,-0.857,1.154,1.083,0.714,898727424.042,1584,0,0,0.102
norefined,5,-1.067,-5.869,-2.170,0.355,-0.425,-0.860,1.064,0.952,0.761,860843222.398,1584,0,0,0.182
norefined,6,-0.613,-5.911,-2.325,0.325,-0.404,-0.838,0.996,0.847,0.789,815118410.834,1584,0,0,0.104
norefined,7,-1.091,-5.889,-2.286,0.267,-0.399,-0.845,0.922,0.760,0.845,803527559.816,1584,0,0,0.185
norefined,8,-0.623,-5.932,-2.416,0.245,-0.370,-0.814,0.872,0.679,0.871,770181859.633,1584,0,0,0.105
norefined,9,-1.104,-5.911,-2.355,0.190,-0.356,-0.824,0.811,0.618,0.927,770446197.344,1584,0,0,0.187
norefined,10,-0.629,-5.954,-2.470,0.174,-0.321,-0.789,0.772,0.553,0.950,741982955.884,1584,0,0,0.106
refined,11,-0.629,-5.954,-2.470,0.174,-0.321,-0.789,0.772,0.553,0.950,741982955.884,1584,0,0,0.106
refined,12,-0.867,-5.750,-2.542,-0.065,0.167,-0.436,0.300,0.262,1.397,616676523.634,1584,0,0,0.151
refined,13,-0.699,-4.661,-1.925,0.066,0.184,-0.323,0.210,0.167,1.033,614826985.318,1584,0,0,0.150
refined,14,-0.773,-5.094,-2.189,-0.026,0.188,-0.358,0.244,0.229,1.197,613539338.540,1584,0,0,0.152
refined,15,-0.748,-4.958,-2.112,0.015,0.185,-0.354,0.232,0.216,1.151,613440948.657,1584,0,0,0.151
refined,16,-0.761,-5.033,-2.152,-0.001,0.186,-0.356,0.239,0.222,1.174,613418700.007,1584,0,0,0.151
refined,17,-0.756,-5.003,-2.136,0.006,0.186,-0.355,0.236,0.220,1.165,613414961.765,1584,0,0,0.151
refined,18,-0.758,-5.017,-2.143,0.003,0.186,-0.356,0.237,0.221,1.169,613414219.756,1584,0,0,0.151
refined,19,-0.757,-5.011,-2.140,0.005,0.186,-0.356,0.237,0.220,1.167,613414081.685,1584,0,0,0.151
refined,20,-0.757,-5.014,-2.141,0.004,0.186,-0.356,0.237,0.221,1.168,613414055.204,1584,0,0,0.151
