stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.805,"[-1.844, 0.234]",1.039,-1.293,0.201
norefined,c,-6.198,"[-14.314, 1.918]",8.116,-1.274,0.207
norefined,s,-2.273,"[-5.385, 0.839]",3.112,-1.218,0.227
norefined,k0,0.227,"[-1.591, 2.046]",1.819,0.209,0.835
norefined,k1,-0.177,"[-1.366, 1.013]",1.189,-0.248,0.805
norefined,k2,-1.195,"[-3.387, 0.997]",2.192,-0.909,0.367
norefined,k3,0.095,"[-1.713, 1.903]",1.808,0.087,0.931
norefined,k4,0.359,"[-1.52, 2.238]",1.879,0.319,0.751
norefined,k5,-0.031,"[-2.188, 2.126]",2.157,-0.024,0.981
refined,tt,-7.971,"[-49.246, 33.304]",41.275,-0.322,0.748
refined,c,-52.268,"[-314.062, 209.526]",261.794,-0.333,0.740
refined,s,-20.815,"[-124.215, 82.585]",103.400,-0.336,0.738
refined,k0,-1.538,"[-14.323, 11.247]",12.785,-0.201,0.842
refined,k1,3.264,"[-21.203, 27.731]",24.467,0.222,0.825
refined,k2,2.332,"[-22.206, 26.871]",24.539,0.159,0.875
refined,k3,-9.232,"[-60.14, 41.676]",50.908,-0.302,0.763
refined,k4,5.817,"[-20.433, 32.068]",26.251,0.370,0.713
refined,k5,-10.450,"[-64.656, 43.756]",54.206,-0.322,0.749
