stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,61.518,1.727,0.000,0,9,3543434366.236,382512533.429,76
refined,89.437,1.727,0.000,0,9,3543434366.236,272279625.640,76
