attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.529,"[-0.765, -0.293]",0.236,-3.741,0.000,11.126,ngd,16,248855248.257,0.157,-1.000,0.471,0,0,fn
c,-5.417,"[-7.48, -3.354]",2.063,-4.379,0.000,11.126,ngd,16,248855248.257,0.157,-6.000,0.583,0,0,fn
s,-2.466,"[-3.536, -1.395]",1.070,-3.842,0.000,11.126,ngd,16,248855248.257,0.157,-3.000,0.534,0,0,fn
k0,-0.215,"[-0.826, 0.397]",0.612,-0.585,0.560,11.126,ngd,16,248855248.257,0.157,0.000,-0.215,0,0,fp
k1,0.146,"[-0.584, 0.876]",0.730,0.334,0.740,11.126,ngd,16,248855248.257,0.157,0.000,0.146,0,0,fp
k2,-0.878,"[-1.379, -0.376]",0.502,-2.918,0.005,11.126,ngd,16,248855248.257,0.157,0.000,-0.878,0,1,fp
k3,-0.424,"[-1.101, 0.253]",0.677,-1.045,0.300,11.126,ngd,16,248855248.257,0.157,0.000,-0.424,0,0,fp
k4,0.964,"[0.069, 1.859]",0.895,1.796,0.077,11.126,ngd,16,248855248.257,0.157,0.000,0.964,0,1,fp
k5,-0.529,"[-0.984, -0.074]",0.455,-1.940,0.057,11.126,ngd,16,248855248.257,0.157,0.000,-0.529,0,1,fp
vot,0.098,,,,,11.126,ngd,16,248855248.257,0.157,0.167,-0.069,0,0,fn
tt,0.368,"[-0.125, 0.861]",0.493,1.244,0.218,12.539,lm,16,2137552440.452,0.461,-1.000,1.368,1,0,fn
c,-5.379,"[-12.857, 2.1]",7.478,-1.200,0.235,12.539,lm,16,2137552440.452,0.461,-6.000,0.621,1,0,fn
s,-1.445,"[-3.461, 0.57]",2.016,-1.196,0.236,12.539,lm,16,2137552440.452,0.461,-3.000,1.555,1,0,fn
k0,-0.994,"[-2.989, 1.002]",1.995,-0.830,0.409,12.539,lm,16,2137552440.452,0.461,0.000,-0.994,0,0,fp
k1,0.472,"[-1.612, 2.557]",2.084,0.378,0.707,12.539,lm,16,2137552440.452,0.461,0.000,0.472,0,0,fp
k2,-1.374,"[-3.868, 1.12]",2.494,-0.919,0.362,12.539,lm,16,2137552440.452,0.461,0.000,-1.374,0,0,fp
k3,-1.053,"[-3.527, 1.421]",2.474,-0.710,0.480,12.539,lm,16,2137552440.452,0.461,0.000,-1.053,0,0,fp
k4,0.996,"[-1.377, 3.37]",2.373,0.700,0.486,12.539,lm,16,2137552440.452,0.461,0.000,0.996,0,0,fp
k5,0.344,"[-1.078, 1.767]",1.423,0.404,0.688,12.539,lm,16,2137552440.452,0.461,0.000,0.344,0,0,fp
vot,-0.068,,,,,12.539,lm,16,2137552440.452,0.461,0.167,-0.235,0,0,fn
tt,-1.084,"[-1.404, -0.765]",0.319,-5.666,0.000,23.009,ngd+lm,16,149074510.993,0.122,-1.000,-0.084,0,0,fn
c,-7.131,"[-9.113, -5.148]",1.982,-5.999,0.000,23.009,ngd+lm,16,149074510.993,0.122,-6.000,-1.131,0,0,fn
s,-3.179,"[-4.135, -2.223]",0.956,-5.546,0.000,23.009,ngd+lm,16,149074510.993,0.122,-3.000,-0.179,0,0,fn
k0,0.170,"[-0.343, 0.684]",0.513,0.554,0.581,23.009,ngd+lm,16,149074510.993,0.122,0.000,0.170,0,0,fp
k1,0.273,"[-0.348, 0.893]",0.620,0.734,0.466,23.009,ngd+lm,16,149074510.993,0.122,0.000,0.273,0,0,fp
k2,-0.296,"[-0.691, 0.099]",0.395,-1.252,0.215,23.009,ngd+lm,16,149074510.993,0.122,0.000,-0.296,0,0,fp
k3,0.154,"[-0.384, 0.693]",0.539,0.477,0.635,23.009,ngd+lm,16,149074510.993,0.122,0.000,0.154,0,0,fp
k4,0.660,"[-0.028, 1.348]",0.688,1.601,0.114,23.009,ngd+lm,16,149074510.993,0.122,0.000,0.660,0,0,fp
k5,-0.203,"[-0.591, 0.184]",0.387,-0.874,0.385,23.009,ngd+lm,16,149074510.993,0.122,0.000,-0.203,0,0,fp
vot,0.152,,,,,23.009,ngd+lm,16,149074510.993,0.122,0.167,-0.015,0,0,fn
