stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.316,"[-2.622, -0.01]",1.306,-1.680,0.098
norefined,c,-7.876,"[-15.983, 0.232]",8.108,-1.620,0.110
norefined,s,-3.013,"[-6.437, 0.412]",3.425,-1.467,0.147
norefined,k0,-0.120,"[-2.032, 1.791]",1.911,-0.105,0.917
norefined,k1,0.083,"[-1.988, 2.154]",2.071,0.067,0.947
norefined,k2,-1.204,"[-3.457, 1.048]",2.252,-0.892,0.376
norefined,k3,-2.046,"[-5.294, 1.202]",3.248,-1.050,0.297
norefined,k4,-0.285,"[-1.938, 1.369]",1.653,-0.287,0.775
norefined,k5,0.716,"[-1.119, 2.552]",1.836,0.651,0.517
refined,tt,-2.796,"[-7.784, 2.191]",4.987,-0.935,0.353
refined,c,-20.397,"[-56.035, 15.241]",35.638,-0.955,0.343
refined,s,-5.004,"[-14.13, 4.121]",9.126,-0.915,0.364
refined,k0,-2.185,"[-5.935, 1.565]",3.750,-0.972,0.335
refined,k1,3.057,"[-3.641, 9.755]",6.698,0.761,0.449
refined,k2,-2.484,"[-6.94, 1.973]",4.456,-0.930,0.356
refined,k3,-3.051,"[-9.064, 2.962]",6.013,-0.846,0.400
refined,k4,1.774,"[-1.308, 4.856]",3.082,0.960,0.340
refined,k5,-4.086,"[-11.589, 3.417]",7.503,-0.908,0.367
