stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.477,"[-2.37, -0.585]",0.892,-2.761,0.007
norefined,c,-7.483,"[-12.332, -2.634]",4.849,-2.574,0.012
norefined,s,-4.065,"[-6.551, -1.58]",2.485,-2.728,0.008
norefined,k0,-0.050,"[-1.095, 0.994]",1.045,-0.080,0.936
norefined,k1,-0.151,"[-1.326, 1.024]",1.175,-0.214,0.831
norefined,k2,-0.691,"[-1.876, 0.493]",1.184,-0.974,0.334
norefined,k3,-1.676,"[-3.452, 0.099]",1.776,-1.575,0.120
norefined,k4,-0.729,"[-1.762, 0.304]",1.033,-1.177,0.244
norefined,k5,0.678,"[-0.48, 1.836]",1.158,0.977,0.332
refined,tt,-0.838,"[-1.159, -0.518]",0.320,-4.364,0.000
refined,c,-4.741,"[-6.456, -3.025]",1.715,-4.610,0.000
refined,s,-2.531,"[-3.43, -1.631]",0.900,-4.691,0.000
refined,k0,0.022,"[-0.471, 0.515]",0.493,0.074,0.941
refined,k1,0.094,"[-0.505, 0.693]",0.599,0.262,0.794
refined,k2,0.123,"[-0.314, 0.559]",0.436,0.469,0.641
refined,k3,0.682,"[-0.091, 1.456]",0.773,1.472,0.146
refined,k4,-0.045,"[-0.49, 0.399]",0.445,-0.171,0.865
refined,k5,-0.748,"[-1.359, -0.137]",0.611,-2.040,0.045
