stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.032,"[-1.673, -0.392]",0.641,-2.921,0.015
norefined,c,-4.971,"[-8.279, -1.663]",3.308,-2.723,0.021
norefined,s,-2.794,"[-4.94, -0.649]",2.146,-2.360,0.040
norefined,k0,-0.308,"[-1.187, 0.571]",0.879,-0.636,0.539
norefined,k1,-0.790,"[-2.897, 1.317]",2.107,-0.680,0.512
norefined,k2,0.267,"[-1.387, 1.921]",1.654,0.292,0.776
norefined,k3,-0.020,"[-1.365, 1.324]",1.344,-0.027,0.979
norefined,k4,0.519,"[-0.919, 1.957]",1.438,0.654,0.528
norefined,k5,0.734,"[-0.436, 1.905]",1.171,1.137,0.282
refined,tt,-1.502,"[-2.364, -0.64]",0.862,-3.158,0.010
refined,c,-8.734,"[-14.103, -3.365]",5.369,-2.948,0.015
refined,s,-4.575,"[-7.294, -1.856]",2.719,-3.050,0.012
refined,k0,0.506,"[-0.686, 1.699]",1.193,0.769,0.459
refined,k1,-0.445,"[-1.569, 0.68]",1.124,-0.717,0.490
refined,k2,0.598,"[-0.541, 1.737]",1.139,0.952,0.364
refined,k3,-0.964,"[-2.488, 0.561]",1.524,-1.146,0.279
refined,k4,0.792,"[-0.441, 2.025]",1.233,1.165,0.271
refined,k5,0.231,"[-0.612, 1.074]",0.843,0.497,0.630
