stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,57.721,2.023,0.000,0,9,4475053835.059,511228007.677,76
refined,83.046,2.023,0.000,0,9,4475053835.059,368153071.950,76
