stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.358,"[-2.17, -0.546]",0.812,-2.789,0.007
norefined,c,-6.430,"[-10.419, -2.441]",3.989,-2.689,0.009
norefined,s,-3.041,"[-4.823, -1.258]",1.783,-2.845,0.006
norefined,k0,0.729,"[-0.26, 1.717]",0.988,1.230,0.223
norefined,k1,-1.012,"[-1.944, -0.079]",0.932,-1.810,0.075
norefined,k2,-0.225,"[-1.139, 0.689]",0.914,-0.410,0.683
norefined,k3,0.718,"[-0.044, 1.48]",0.762,1.572,0.121
norefined,k4,-0.473,"[-1.303, 0.357]",0.830,-0.950,0.345
norefined,k5,-0.312,"[-1.316, 0.692]",1.004,-0.518,0.606
refined,tt,-0.819,"[-1.077, -0.561]",0.258,-5.289,0.000
refined,c,-5.006,"[-6.492, -3.519]",1.486,-5.617,0.000
refined,s,-2.602,"[-3.416, -1.787]",0.815,-5.326,0.000
refined,k0,0.219,"[-0.129, 0.567]",0.348,1.051,0.297
refined,k1,-0.245,"[-0.648, 0.158]",0.403,-1.015,0.314
refined,k2,0.357,"[-0.14, 0.854]",0.497,1.199,0.235
refined,k3,0.241,"[-0.177, 0.659]",0.418,0.962,0.339
refined,k4,0.423,"[0.021, 0.825]",0.402,1.757,0.084
refined,k5,-0.026,"[-0.468, 0.416]",0.442,-0.098,0.922
