attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.819,"[-1.077, -0.561]",0.258,-5.289,0.000,43,0.150,182260468.986,0.135,-1.000,0.181,0,0,fn
c,-5.006,"[-6.492, -3.519]",1.486,-5.617,0.000,43,0.150,182260468.986,0.135,-6.000,0.994,0,0,fn
s,-2.602,"[-3.416, -1.787]",0.815,-5.326,0.000,43,0.150,182260468.986,0.135,-3.000,0.398,0,0,fn
k0,0.219,"[-0.129, 0.567]",0.348,1.051,0.297,43,0.150,182260468.986,0.135,0.000,0.219,0,0,fp
k1,-0.245,"[-0.648, 0.158]",0.403,-1.015,0.314,43,0.150,182260468.986,0.135,0.000,-0.245,0,0,fp
k2,0.357,"[-0.14, 0.854]",0.497,1.199,0.235,43,0.150,182260468.986,0.135,0.000,0.357,0,0,fp
k3,0.241,"[-0.177, 0.659]",0.418,0.962,0.339,43,0.150,182260468.986,0.135,0.000,0.241,0,0,fp
k4,0.423,"[0.021, 0.825]",0.402,1.757,0.084,43,0.150,182260468.986,0.135,0.000,0.423,0,1,fp
k5,-0.026,"[-0.468, 0.416]",0.442,-0.098,0.922,43,0.150,182260468.986,0.135,0.000,-0.026,0,0,fp
vot,0.164,,,,,43,0.150,182260468.986,0.135,0.167,-0.003,0,0,fn
tt,-0.796,"[-1.177, -0.415]",0.381,-3.488,0.001,43,0.200,318608025.237,0.187,-1.000,0.204,0,0,fn
c,-4.995,"[-7.286, -2.703]",2.292,-3.636,0.001,43,0.200,318608025.237,0.187,-6.000,1.005,0,0,fn
s,-2.563,"[-3.709, -1.418]",1.146,-3.732,0.000,43,0.200,318608025.237,0.187,-3.000,0.437,0,0,fn
k0,0.219,"[-0.311, 0.749]",0.530,0.690,0.493,43,0.200,318608025.237,0.187,0.000,0.219,0,0,fp
k1,-0.817,"[-1.429, -0.206]",0.612,-2.229,0.029,43,0.200,318608025.237,0.187,0.000,-0.817,0,1,fp
k2,0.704,"[-0.022, 1.429]",0.725,1.618,0.110,43,0.200,318608025.237,0.187,0.000,0.704,0,0,fp
k3,0.522,"[-0.069, 1.114]",0.591,1.474,0.145,43,0.200,318608025.237,0.187,0.000,0.522,0,0,fp
k4,0.159,"[-0.39, 0.709]",0.550,0.483,0.630,43,0.200,318608025.237,0.187,0.000,0.159,0,0,fp
k5,-0.371,"[-0.985, 0.242]",0.613,-1.009,0.316,43,0.200,318608025.237,0.187,0.000,-0.371,0,0,fp
vot,0.159,,,,,43,0.200,318608025.237,0.187,0.167,-0.007,0,0,fn
tt,-1.437,"[-2.341, -0.533]",0.904,-2.652,0.010,43,0.250,431643510.580,0.211,-1.000,-0.437,0,0,fn
c,-8.018,"[-12.949, -3.087]",4.931,-2.712,0.008,43,0.250,431643510.580,0.211,-6.000,-2.018,0,0,fn
s,-4.687,"[-7.48, -1.893]",2.793,-2.799,0.007,43,0.250,431643510.580,0.211,-3.000,-1.687,0,0,fn
k0,0.204,"[-0.508, 0.915]",0.711,0.477,0.635,43,0.250,431643510.580,0.211,0.000,0.204,0,0,fp
k1,1.717,"[0.079, 3.355]",1.638,1.748,0.085,43,0.250,431643510.580,0.211,0.000,1.717,0,1,fp
k2,0.310,"[-0.81, 1.431]",1.121,0.462,0.646,43,0.250,431643510.580,0.211,0.000,0.310,0,0,fp
k3,-0.657,"[-1.726, 0.412]",1.069,-1.025,0.309,43,0.250,431643510.580,0.211,0.000,-0.657,0,0,fp
k4,-0.954,"[-1.941, 0.034]",0.987,-1.611,0.112,43,0.250,431643510.580,0.211,0.000,-0.954,0,0,fp
k5,0.124,"[-0.903, 1.151]",1.027,0.202,0.841,43,0.250,431643510.580,0.211,0.000,0.124,0,0,fp
vot,0.179,,,,,43,0.250,431643510.580,0.211,0.167,0.013,0,0,fn
