stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.472,"[-2.354, -0.589]",0.882,-2.783,0.007
norefined,c,-5.876,"[-9.06, -2.692]",3.184,-3.078,0.003
norefined,s,-4.044,"[-6.433, -1.655]",2.389,-2.824,0.006
norefined,k0,0.465,"[-0.492, 1.422]",0.957,0.810,0.421
norefined,k1,0.512,"[-0.906, 1.931]",1.418,0.602,0.549
norefined,k2,0.315,"[-0.553, 1.183]",0.868,0.605,0.547
norefined,k3,-0.291,"[-1.354, 0.772]",1.063,-0.456,0.650
norefined,k4,-0.401,"[-1.327, 0.525]",0.926,-0.723,0.472
norefined,k5,-1.019,"[-2.568, 0.529]",1.548,-1.098,0.276
refined,tt,-1.330,"[-2.128, -0.531]",0.799,-2.777,0.007
refined,c,-6.554,"[-9.94, -3.167]",3.386,-3.228,0.002
refined,s,-4.005,"[-6.268, -1.742]",2.263,-2.952,0.004
refined,k0,-0.130,"[-0.986, 0.727]",0.856,-0.253,0.801
refined,k1,0.686,"[-0.643, 2.014]",1.328,0.861,0.392
refined,k2,0.056,"[-0.75, 0.863]",0.807,0.117,0.907
refined,k3,0.299,"[-0.651, 1.248]",0.950,0.525,0.602
refined,k4,-0.641,"[-1.539, 0.258]",0.899,-1.189,0.239
refined,k5,-0.843,"[-2.238, 0.551]",1.394,-1.009,0.317
