stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,75.121,1.727,0.000,0,9,3929086635.080,354264120.275,76
refined,86.576,1.727,0.000,0,9,3929086635.080,311099831.675,76
