stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.952,2.023,0.000,0,9,2518960183.353,561512603.546,76
refined,54.238,2.023,0.000,0,9,2518960183.353,304013501.694,76
