stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.725,-5.833,-1.456,1.071,-0.745,0.058,1.982,-1.333,-0.720,2358574125.112,0.467
norefined,2,-2.373,-5.934,-1.713,0.927,-0.822,-0.052,1.920,-1.415,-0.751,1876459888.317,0.400
norefined,3,-1.956,-6.036,-1.933,0.824,-0.853,-0.098,1.879,-1.447,-0.769,1226463868.934,0.324
norefined,4,-1.505,-6.129,-2.105,0.756,-0.880,-0.114,1.842,-1.478,-0.781,565717887.881,0.245
norefined,5,-1.036,-6.213,-2.231,0.701,-0.850,-0.149,1.818,-1.510,-0.751,245240902.995,0.167
norefined,6,-0.780,-6.249,-2.555,0.547,-0.739,-0.169,1.735,-1.389,-0.609,209359282.342,0.125
norefined,7,-1.261,-6.195,-2.624,0.526,-0.723,-0.143,1.701,-1.307,-0.575,212200479.256,0.204
norefined,8,-0.804,-6.268,-2.762,0.448,-0.667,-0.176,1.657,-1.291,-0.513,181847269.148,0.128
norefined,9,-1.296,-6.225,-2.771,0.450,-0.660,-0.148,1.621,-1.229,-0.494,192145052.309,0.208
norefined,10,-0.827,-6.306,-2.880,0.386,-0.609,-0.178,1.579,-1.225,-0.439,166938667.289,0.131
refined,11,-0.827,-6.306,-2.880,0.386,-0.609,-0.178,1.579,-1.225,-0.439,166938667.289,0.131
refined,12,-0.957,-5.564,-2.825,0.113,0.089,0.190,0.074,-0.204,-0.221,79745329.934,0.172
refined,13,-1.094,-6.458,-3.338,0.044,-0.073,0.209,0.140,-0.168,-0.196,74323000.038,0.169
refined,14,-1.128,-6.625,-3.493,0.010,-0.108,0.192,0.126,-0.120,-0.152,73963260.146,0.170
refined,15,-1.145,-6.707,-3.562,-0.007,-0.113,0.198,0.105,-0.103,-0.140,73922955.979,0.171
refined,16,-1.150,-6.729,-3.583,-0.013,-0.114,0.199,0.098,-0.096,-0.134,73917971.077,0.171
refined,17,-1.152,-6.739,-3.592,-0.016,-0.115,0.201,0.096,-0.094,-0.132,73917373.944,0.171
refined,18,-1.153,-6.742,-3.594,-0.016,-0.115,0.201,0.095,-0.093,-0.131,73917302.952,0.171
refined,19,-1.153,-6.743,-3.595,-0.017,-0.115,0.201,0.094,-0.093,-0.131,73917294.548,0.171
refined,20,-1.153,-6.744,-3.596,-0.017,-0.115,0.201,0.094,-0.093,-0.131,73917293.555,0.171
