stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.829,"[-1.266, -0.392]",0.437,-3.788,0.000
norefined,c,-6.333,"[-9.587, -3.078]",3.254,-3.884,0.000
norefined,s,-2.922,"[-4.371, -1.474]",1.448,-4.027,0.000
norefined,k0,0.286,"[-0.492, 1.064]",0.778,0.735,0.465
norefined,k1,-0.620,"[-1.527, 0.287]",0.907,-1.365,0.177
norefined,k2,-0.195,"[-1.089, 0.699]",0.894,-0.435,0.665
norefined,k3,1.515,"[0.23, 2.8]",1.285,2.353,0.022
norefined,k4,-1.113,"[-2.045, -0.181]",0.932,-2.383,0.020
norefined,k5,-0.471,"[-1.455, 0.513]",0.984,-0.956,0.343
refined,tt,-1.283,"[-1.855, -0.71]",0.573,-4.471,0.000
refined,c,-7.706,"[-11.222, -4.19]",3.516,-4.374,0.000
refined,s,-3.698,"[-5.351, -2.044]",1.653,-4.464,0.000
refined,k0,0.251,"[-0.526, 1.028]",0.777,0.645,0.521
refined,k1,-0.023,"[-0.672, 0.626]",0.649,-0.072,0.943
refined,k2,-0.083,"[-0.908, 0.742]",0.825,-0.202,0.841
refined,k3,0.190,"[-0.677, 1.058]",0.867,0.438,0.663
refined,k4,-0.181,"[-0.881, 0.519]",0.700,-0.516,0.607
refined,k5,-0.633,"[-1.573, 0.307]",0.940,-1.344,0.184
