stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.827,"[-1.217, -0.437]",0.390,-4.233,0.000
norefined,c,-6.306,"[-9.204, -3.408]",2.898,-4.344,0.000
norefined,s,-2.880,"[-4.164, -1.595]",1.284,-4.475,0.000
norefined,k0,0.386,"[-0.337, 1.109]",0.723,1.066,0.290
norefined,k1,-0.609,"[-1.447, 0.229]",0.838,-1.451,0.152
norefined,k2,-0.178,"[-0.977, 0.62]",0.799,-0.446,0.657
norefined,k3,1.579,"[0.412, 2.746]",1.167,2.700,0.009
norefined,k4,-1.225,"[-2.059, -0.39]",0.835,-2.928,0.005
norefined,k5,-0.439,"[-1.346, 0.467]",0.907,-0.968,0.337
refined,tt,-1.153,"[-1.548, -0.758]",0.395,-5.832,0.000
refined,c,-6.744,"[-9.025, -4.462]",2.282,-5.900,0.000
refined,s,-3.596,"[-4.877, -2.314]",1.281,-5.601,0.000
refined,k0,-0.017,"[-0.537, 0.503]",0.520,-0.064,0.949
refined,k1,-0.115,"[-0.585, 0.355]",0.470,-0.490,0.626
refined,k2,0.201,"[-0.412, 0.814]",0.613,0.654,0.515
refined,k3,0.094,"[-0.535, 0.724]",0.630,0.299,0.766
refined,k4,-0.093,"[-0.642, 0.456]",0.549,-0.339,0.736
refined,k5,-0.131,"[-0.753, 0.492]",0.623,-0.419,0.677
