stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.846,-6.673,-2.841,0.661,-0.497,-1.922,1.712,-1.241,0.327,680111727.394,1584,0,0,0.127
norefined,2,-0.743,-6.708,-3.086,0.553,-0.481,-1.707,1.446,-1.057,0.452,505730986.996,1584,0,0,0.111
norefined,3,-0.966,-6.726,-3.246,0.473,-0.413,-1.476,1.204,-0.883,0.598,367504006.920,1584,0,0,0.144
norefined,4,-0.775,-6.757,-3.461,0.385,-0.387,-1.246,0.979,-0.674,0.697,296943861.907,1584,0,0,0.115
norefined,5,-1.227,-6.752,-3.460,0.365,-0.303,-1.097,0.881,-0.608,0.744,293223557.271,1584,0,0,0.182
norefined,6,-0.802,-6.780,-3.631,0.297,-0.316,-1.006,0.781,-0.481,0.742,253213099.327,1584,0,0,0.118
norefined,7,-1.281,-6.771,-3.572,0.303,-0.241,-0.913,0.747,-0.459,0.759,261037545.910,1584,0,0,0.189
norefined,8,-0.839,-6.802,-3.724,0.239,-0.258,-0.840,0.671,-0.339,0.743,231952414.933,1584,0,0,0.123
norefined,9,-1.322,-6.791,-3.640,0.258,-0.189,-0.775,0.668,-0.333,0.752,244618617.545,1584,0,0,0.195
norefined,10,-0.869,-6.824,-3.778,0.194,-0.212,-0.717,0.606,-0.220,0.730,220580165.906,1584,0,0,0.127
refined,11,-0.869,-6.824,-3.778,0.194,-0.212,-0.717,0.606,-0.220,0.730,220580165.906,1584,0,0,0.127
refined,12,-0.715,-3.768,-2.068,-0.183,0.222,-0.152,0.025,0.279,0.114,181027321.573,1584,0,0,0.190
refined,13,-0.780,-4.547,-2.448,-0.226,0.142,-0.194,0.020,0.265,0.189,163352202.204,1584,0,0,0.172
refined,14,-0.804,-4.752,-2.550,-0.216,0.136,-0.208,0.066,0.242,0.218,163091312.822,1584,0,0,0.169
refined,15,-0.810,-4.793,-2.571,-0.209,0.138,-0.208,0.080,0.236,0.221,163082238.421,1584,0,0,0.169
refined,16,-0.812,-4.805,-2.578,-0.208,0.140,-0.208,0.083,0.235,0.222,163081691.252,1584,0,0,0.169
refined,17,-0.812,-4.807,-2.579,-0.208,0.140,-0.208,0.084,0.234,0.222,163081654.513,1584,0,0,0.169
refined,18,-0.812,-4.808,-2.579,-0.208,0.140,-0.208,0.085,0.234,0.222,163081651.997,1584,0,0,0.169
refined,19,-0.812,-4.808,-2.580,-0.208,0.140,-0.208,0.085,0.234,0.222,163081651.823,1584,0,0,0.169
refined,20,-0.812,-4.808,-2.580,-0.208,0.140,-0.208,0.085,0.234,0.222,163081651.811,1584,0,0,0.169
