stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,130.587,2.023,0.000,0,9,2705681834.031,145925260.642,76
refined,201.356,2.023,0.000,0,9,2705681834.031,96466742.725,76
