attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.030,"[-1.424, -0.636]",0.394,-4.354,0.000,67.966,ngd,99,223432800.465,0.155,-1.000,-0.030,0,0,fn
c,-6.640,"[-9.124, -4.156]",2.484,-4.453,0.000,67.966,ngd,99,223432800.465,0.155,-6.000,-0.640,0,0,fn
s,-3.019,"[-4.109, -1.929]",1.090,-4.615,0.000,67.966,ngd,99,223432800.465,0.155,-3.000,-0.019,0,0,fn
vot,0.155,,,,,67.966,ngd,99,223432800.465,0.155,0.167,-0.012,0,0,fn
tt,-1.091,"[-1.495, -0.688]",0.404,-4.503,0.000,56.292,lm,99,222785323.731,0.155,-1.000,-0.091,0,0,fn
c,-5.751,"[-7.809, -3.693]",2.058,-4.655,0.000,56.292,lm,99,222785323.731,0.155,-6.000,0.249,0,0,fn
s,-2.507,"[-3.375, -1.639]",0.868,-4.811,0.000,56.292,lm,99,222785323.731,0.155,-3.000,0.493,0,0,fn
vot,0.190,,,,,56.292,lm,99,222785323.731,0.155,0.167,0.023,0,0,fn
tt,-1.206,"[-1.668, -0.744]",0.462,-4.346,0.000,129.534,ngd+lm,99,221990743.286,0.154,-1.000,-0.206,0,0,fn
c,-7.056,"[-9.694, -4.419]",2.638,-4.457,0.000,129.534,ngd+lm,99,221990743.286,0.154,-6.000,-1.056,0,0,fn
s,-3.181,"[-4.325, -2.037]",1.144,-4.633,0.000,129.534,ngd+lm,99,221990743.286,0.154,-3.000,-0.181,0,0,fn
vot,0.171,,,,,129.534,ngd+lm,99,221990743.286,0.154,0.167,0.004,0,0,fn
