stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.936,"[-2.241, 0.369]",1.305,-1.432,0.157
norefined,c,-6.432,"[-14.86, 1.995]",8.428,-1.523,0.132
norefined,s,-3.765,"[-8.736, 1.205]",4.971,-1.512,0.135
norefined,k0,1.269,"[-0.779, 3.317]",2.048,1.237,0.221
norefined,k1,-1.576,"[-4.086, 0.934]",2.510,-1.253,0.214
norefined,k2,-0.243,"[-2.408, 1.922]",2.165,-0.224,0.823
norefined,k3,0.711,"[-0.743, 2.166]",1.455,0.976,0.332
norefined,k4,0.264,"[-1.746, 2.275]",2.011,0.262,0.794
norefined,k5,-1.359,"[-4.646, 1.927]",3.286,-0.826,0.412
refined,tt,-0.185,"[-0.239, -0.13]",0.055,-6.704,0.000
refined,c,-1.233,"[-1.611, -0.854]",0.378,-6.502,0.000
refined,s,-0.876,"[-1.155, -0.597]",0.279,-6.259,0.000
refined,k0,0.482,"[0.155, 0.808]",0.327,2.941,0.004
refined,k1,0.043,"[-0.235, 0.321]",0.278,0.309,0.758
refined,k2,0.053,"[-0.347, 0.454]",0.401,0.266,0.791
refined,k3,0.336,"[0.089, 0.583]",0.247,2.713,0.008
refined,k4,0.317,"[-0.013, 0.647]",0.330,1.916,0.060
refined,k5,0.147,"[-0.165, 0.458]",0.312,0.939,0.351
