stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.276,"[-2.114, -0.437]",0.838,-3.037,0.003
norefined,c,-6.697,"[-11.385, -2.01]",4.687,-2.852,0.006
norefined,s,-3.384,"[-5.834, -0.934]",2.450,-2.757,0.008
norefined,k0,1.109,"[-0.378, 2.595]",1.486,1.489,0.141
norefined,k1,-1.231,"[-2.479, 0.017]",1.248,-1.969,0.053
norefined,k2,-0.172,"[-1.586, 1.243]",1.415,-0.242,0.809
norefined,k3,0.518,"[-0.346, 1.382]",0.864,1.197,0.235
norefined,k4,0.364,"[-0.673, 1.401]",1.037,0.701,0.486
norefined,k5,-1.380,"[-3.185, 0.425]",1.805,-1.526,0.132
refined,tt,-0.795,"[-1.043, -0.546]",0.248,-6.386,0.000
refined,c,-5.323,"[-6.935, -3.71]",1.612,-6.590,0.000
refined,s,-2.652,"[-3.514, -1.79]",0.862,-6.142,0.000
refined,k0,0.450,"[-0.071, 0.971]",0.521,1.724,0.089
refined,k1,-0.062,"[-0.481, 0.358]",0.419,-0.293,0.770
refined,k2,0.353,"[-0.292, 0.999]",0.645,1.093,0.278
refined,k3,0.071,"[-0.32, 0.463]",0.392,0.363,0.718
refined,k4,0.320,"[-0.123, 0.762]",0.442,1.443,0.154
refined,k5,-0.095,"[-0.47, 0.281]",0.375,-0.504,0.616
