stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.563,-5.813,-3.846,-0.518,-0.095,-0.335,-0.021,-0.801,-0.614,2920258594.339,-0.097
norefined,2,0.073,-5.849,-3.822,-0.560,-0.144,-0.333,-0.031,-0.838,-0.665,1629547448.328,-0.013
norefined,3,-0.419,-5.896,-3.758,-0.554,-0.156,-0.316,-0.027,-0.827,-0.682,1155466736.588,0.071
norefined,4,-0.901,-5.937,-3.655,-0.528,-0.165,-0.263,-0.001,-0.797,-0.674,855031203.535,0.152
norefined,5,-1.206,-6.112,-3.422,-0.433,-0.080,-0.118,0.110,-0.671,-0.590,879897691.858,0.197
norefined,6,-0.723,-6.189,-3.476,-0.412,-0.011,-0.141,0.117,-0.617,-0.588,861484866.315,0.117
norefined,7,-1.202,-6.212,-3.356,-0.381,-0.021,-0.075,0.130,-0.598,-0.578,872201930.641,0.194
norefined,8,-0.717,-6.278,-3.421,-0.369,0.036,-0.098,0.138,-0.551,-0.576,850875222.675,0.114
norefined,9,-1.197,-6.297,-3.304,-0.339,0.024,-0.034,0.149,-0.535,-0.565,866523134.310,0.190
norefined,10,-0.711,-6.355,-3.376,-0.331,0.074,-0.056,0.156,-0.492,-0.564,843036080.682,0.112
refined,11,-0.711,-6.355,-3.376,-0.331,0.074,-0.056,0.156,-0.492,-0.564,843036080.682,0.112
refined,12,-0.835,-7.219,-2.771,-0.610,0.909,0.094,0.381,-0.180,-0.082,778790683.526,0.116
refined,13,-0.857,-6.896,-2.845,-0.440,0.787,-0.018,0.474,0.014,-0.266,776044105.043,0.124
refined,14,-0.885,-7.079,-2.957,-0.463,0.760,0.028,0.459,0.039,-0.176,775777280.577,0.125
refined,15,-0.904,-7.187,-3.033,-0.486,0.741,0.033,0.467,0.049,-0.172,775681579.316,0.126
refined,16,-0.933,-7.420,-3.139,-0.520,0.768,0.038,0.465,0.040,-0.151,775580112.759,0.126
refined,17,-0.968,-7.700,-3.262,-0.561,0.815,0.033,0.468,0.021,-0.137,775455296.561,0.126
refined,18,-1.008,-8.029,-3.401,-0.606,0.878,0.026,0.471,-0.004,-0.122,775324296.165,0.125
refined,19,-1.049,-8.367,-3.541,-0.648,0.949,0.015,0.475,-0.029,-0.110,775214212.604,0.125
refined,20,-1.086,-8.675,-3.668,-0.682,1.019,0.001,0.480,-0.053,-0.101,775140198.610,0.125
