stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.434,2.023,0.000,76,0,9,2550487048.678,279720573.209
refined,86.285,2.023,0.000,76,0,9,2550487048.678,202572817.552
