stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,10.155,2.023,0.000,76,0,9,1992993350.386,843036080.686
refined,11.696,2.023,0.000,76,0,9,1992993350.386,775140198.614
