stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.899,"[-1.495, -0.304]",0.596,-3.014,0.004
norefined,c,-6.297,"[-10.385, -2.209]",4.088,-3.075,0.003
norefined,s,-3.328,"[-5.612, -1.044]",2.284,-2.908,0.005
norefined,k0,-0.284,"[-1.297, 0.728]",1.013,-0.561,0.577
norefined,k1,0.200,"[-1.383, 1.783]",1.583,0.252,0.802
norefined,k2,-0.172,"[-1.484, 1.14]",1.312,-0.262,0.794
norefined,k3,0.012,"[-1.107, 1.131]",1.119,0.021,0.983
norefined,k4,-0.390,"[-1.643, 0.862]",1.253,-0.622,0.536
norefined,k5,-0.546,"[-1.781, 0.689]",1.235,-0.882,0.381
refined,tt,-1.150,"[-1.814, -0.487]",0.663,-3.461,0.001
refined,c,-7.353,"[-11.581, -3.125]",4.228,-3.471,0.001
refined,s,-2.595,"[-4.049, -1.14]",1.454,-3.561,0.001
refined,k0,0.008,"[-0.762, 0.778]",0.770,0.021,0.983
refined,k1,2.326,"[0.394, 4.258]",1.932,2.403,0.019
refined,k2,-0.989,"[-2.233, 0.256]",1.245,-1.585,0.118
refined,k3,1.068,"[-0.058, 2.193]",1.126,1.893,0.063
refined,k4,0.043,"[-0.717, 0.803]",0.760,0.113,0.910
refined,k5,-0.943,"[-1.946, 0.061]",1.003,-1.876,0.065
