stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.754,"[-1.209, -0.299]",0.455,-2.764,0.007
norefined,c,-6.626,"[-10.592, -2.659]",3.966,-2.786,0.007
norefined,s,-2.475,"[-3.764, -1.187]",1.289,-3.204,0.002
norefined,k0,0.018,"[-0.711, 0.748]",0.729,0.042,0.967
norefined,k1,1.355,"[0.266, 2.443]",1.088,2.076,0.042
norefined,k2,-1.311,"[-2.544, -0.079]",1.233,-1.774,0.081
norefined,k3,0.136,"[-0.755, 1.026]",0.890,0.254,0.800
norefined,k4,-1.080,"[-2.289, 0.128]",1.208,-1.491,0.141
norefined,k5,-0.254,"[-1.27, 0.763]",1.017,-0.416,0.679
refined,tt,-0.963,"[-1.321, -0.604]",0.359,-4.476,0.000
refined,c,-5.792,"[-7.877, -3.706]",2.085,-4.633,0.000
refined,s,-3.289,"[-4.576, -2.002]",1.287,-4.263,0.000
refined,k0,0.124,"[-0.4, 0.648]",0.524,0.395,0.694
refined,k1,0.048,"[-0.45, 0.547]",0.498,0.162,0.872
refined,k2,0.065,"[-0.448, 0.578]",0.513,0.211,0.834
refined,k3,-0.432,"[-0.975, 0.111]",0.543,-1.326,0.189
refined,k4,0.196,"[-0.27, 0.663]",0.467,0.701,0.486
refined,k5,0.470,"[-0.392, 1.332]",0.862,0.910,0.366
