stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.999,-7.324,-4.933,-0.535,-1.918,-0.717,-0.862,0.473,1.899,130616557.635,0.136
norefined,2,-1.479,-7.350,-4.813,-0.533,-1.897,-0.691,-0.820,0.501,1.864,76385654.853,0.201
norefined,3,-1.370,-7.546,-4.608,-0.286,-1.758,-0.624,-0.883,0.745,1.770,72087524.352,0.182
norefined,4,-1.835,-7.534,-4.509,-0.320,-1.800,-0.525,-0.853,0.694,1.683,181819953.826,0.244
norefined,5,-1.354,-7.591,-4.601,-0.277,-1.756,-0.552,-0.887,0.719,1.708,71084562.175,0.178
norefined,6,-1.823,-7.579,-4.497,-0.308,-1.789,-0.465,-0.852,0.676,1.630,177768060.058,0.241
norefined,7,-1.342,-7.635,-4.587,-0.265,-1.745,-0.494,-0.886,0.704,1.656,70316988.934,0.176
norefined,8,-1.814,-7.622,-4.483,-0.297,-1.773,-0.415,-0.848,0.663,1.584,174604732.168,0.238
norefined,9,-1.333,-7.677,-4.573,-0.253,-1.729,-0.446,-0.881,0.692,1.610,69695525.205,0.174
norefined,10,-1.806,-7.663,-4.469,-0.287,-1.754,-0.372,-0.840,0.651,1.542,172016772.756,0.236
refined,11,-1.333,-7.677,-4.573,-0.253,-1.729,-0.446,-0.881,0.692,1.610,69695525.205,0.174
refined,12,0.220,0.148,0.488,0.208,2.259,0.489,1.227,-0.847,-1.960,2697404758.367,1.489
refined,13,-0.657,-1.677,-1.588,-0.773,-3.766,-1.558,-2.087,1.247,3.264,938737829.343,0.392
refined,14,-0.012,-2.529,-0.242,0.503,3.959,1.731,1.770,-1.153,-2.668,2394118631.520,0.005
refined,15,-0.233,6.781,-0.047,-1.487,-11.054,-5.819,-5.183,2.724,7.861,4003709888.339,-0.034
refined,16,1.498,-54.431,0.413,12.065,91.760,47.164,39.356,-22.178,-68.732,3448275189.723,-0.028
refined,17,-52.501,1004.187,-12.072,-291.560,-1716.323,-798.723,-701.559,391.170,1289.981,4472757537.971,-0.052
refined,18,-24.470,1035.227,-49.947,-299.626,-1685.888,-847.518,-650.322,285.623,1334.603,4041604671.157,-0.024
refined,19,-331.514,836.849,450.477,-406.256,-1831.483,-1044.771,-567.187,275.961,1208.368,4429570963.982,-0.396
refined,20,-331.514,836.849,450.477,-406.256,-1831.483,-1044.771,-567.187,275.961,1208.368,4429570963.982,-0.396
